,head,relation,tail
3269,7869,start_date,20090713
3270,7870,start_date,20090713
3271,7871,start_date,20090713
3272,7872,start_date,20090713
3273,7873,start_date,20090709
3274,7874,start_date,20090709
3275,7875,start_date,20090709
3276,7876,start_date,20090709
3277,7877,start_date,20090709
3278,7878,start_date,20090709
3279,7879,start_date,20090709
3280,7880,start_date,20090709
3281,7881,start_date,20090709
3282,7882,start_date,20090709
3283,7883,start_date,20090709
3284,7884,start_date,20090709
3285,7885,start_date,20090709
3286,7886,start_date,20090709
3287,7887,start_date,20090709
3288,7888,start_date,20090709
3289,7889,start_date,20090709
3290,7890,start_date,20090709
3291,7891,start_date,20090709
3292,7892,start_date,20090709
3293,7893,start_date,20090709
3294,7894,start_date,20090811
3295,7895,start_date,20090811
3296,7896,start_date,20090712
3297,7897,start_date,20090712
3298,7898,start_date,20090712
3299,7899,start_date,20090712
3300,7900,start_date,20090712
3301,7901,start_date,20090712
3302,7902,start_date,20090712
3303,7903,start_date,20090712
3304,7904,start_date,20090712
3305,7905,start_date,20090712
3306,7906,start_date,20090712
3307,7907,start_date,20090712
3308,7908,start_date,20090712
3309,7909,start_date,20090712
3310,7910,start_date,20090709
3311,7911,start_date,20090712
3312,7912,start_date,20090712
3313,7913,start_date,20090712
3314,7914,start_date,20090712
3315,7915,start_date,20090712
3316,7916,start_date,20090712
3317,7917,start_date,20090712
3318,7918,start_date,20090712
3319,7919,start_date,20090712
3320,7920,start_date,20090712
3321,7921,start_date,20090712
3322,7922,start_date,20090812
3323,7923,start_date,20090812
3324,7924,start_date,20090812
3325,7925,start_date,20090812
3326,7926,start_date,20090812
3327,7927,start_date,20090812
3328,7928,start_date,20090812
3329,7929,start_date,20090812
3330,7930,start_date,20090812
3331,7931,start_date,20090812
3332,7932,start_date,20090812
3333,7933,start_date,20090812
3334,7934,start_date,20090812
3335,7935,start_date,20090716
3336,7936,start_date,20090716
3337,7937,start_date,20090716
3338,7938,start_date,20090716
3339,7939,start_date,20090716
3340,7940,start_date,20090716
3341,7941,start_date,20090716
3342,7942,start_date,20090707
3343,7943,start_date,20090707
3344,7944,start_date,20090707
3345,7945,start_date,20090707
3346,7946,start_date,20090715
3347,7947,start_date,20090715
3348,7948,start_date,20080816
3349,7949,start_date,20090714
3350,7950,start_date,20090807
3351,7951,start_date,20090714
3352,7952,start_date,20090714
3353,7953,start_date,20090714
3354,7954,start_date,20090714
3355,7955,start_date,20090714
3356,7956,start_date,20090714
3357,7957,start_date,20090714
3358,7958,start_date,20090714
3359,7959,start_date,20090714
3360,7960,start_date,20090714
3361,7961,start_date,20090714
3362,7962,start_date,20090714
3363,7963,start_date,20090714
3364,7964,start_date,20090714
3365,7965,start_date,20090714
3366,7966,start_date,20090714
3367,7967,start_date,20060726
3368,7968,start_date,20070914
3369,7969,start_date,20070914
3370,7970,start_date,20090707
3371,7971,start_date,20090707
3372,7972,start_date,20090707
3373,7973,start_date,20090716
3374,7974,start_date,20090716
3375,7975,start_date,20090716
3376,7976,start_date,20090716
3377,7977,start_date,20090716
3378,7978,start_date,20090716
3379,7979,start_date,20090716
3380,7980,start_date,20090707
3381,7981,start_date,20090715
3382,7982,start_date,20090715
3383,7983,start_date,20090715
3384,7984,start_date,20090715
3385,7985,start_date,20090715
3386,7986,start_date,20090707
3387,7987,start_date,20090707
3388,7988,start_date,20090707
3389,7989,start_date,20090707
3390,7990,start_date,20090707
3391,7991,start_date,20090707
3392,7992,start_date,20090707
3393,7993,start_date,20090707
3394,7994,start_date,20090707
3395,7995,start_date,20090707
3396,7996,start_date,20090707
3397,7997,start_date,20090707
3398,7998,start_date,20090707
3399,7999,start_date,20090707
3400,8000,start_date,20090707
3401,8001,start_date,20090707
3402,8002,start_date,20090707
3403,8003,start_date,20090707
3404,8004,start_date,20090707
3405,8005,start_date,20090707
3406,8006,start_date,20090707
3407,8007,start_date,20090707
3408,8008,start_date,20090707
3409,8009,start_date,20090707
3410,8010,start_date,20090707
3411,8011,start_date,20090707
3412,8012,start_date,20090707
3413,8013,start_date,20090707
3414,8014,start_date,20090707
3415,8015,start_date,20090707
3416,8016,start_date,20090707
3417,8017,start_date,20090707
3418,8018,start_date,20090707
3419,8019,start_date,20090707
3420,8020,start_date,20090707
3421,8021,start_date,20090713
3422,8022,start_date,20100816
3423,8023,start_date,20100921
3424,8024,start_date,20100921
3425,8025,start_date,20100921
3426,8026,start_date,20100921
3427,8027,start_date,20100921
3428,8028,start_date,20100921
3429,8029,start_date,20100921
3430,8030,start_date,20100921
3431,8031,start_date,20100921
3432,8032,start_date,20110710
3433,8033,start_date,20110710
3434,8034,start_date,20110710
3435,8035,start_date,20080808
3436,8036,start_date,20080808
3437,8037,start_date,20080808
3438,8038,start_date,20110710
3439,8039,start_date,20110710
3440,8040,start_date,20110710
3441,8041,start_date,20110727
3442,8042,start_date,20120813
3443,8043,start_date,20120813
3444,8044,start_date,20120917
3445,8045,start_date,20120917
3446,8046,start_date,20120917
3447,8047,start_date,20120917
3448,8048,start_date,20120917
3449,8049,start_date,20120821
3450,8050,start_date,20120821
3451,8051,start_date,20120821
3452,8052,start_date,20120821
3453,8053,start_date,20120821
3454,8054,start_date,20120821
3455,8055,start_date,20120821
3456,8056,start_date,20120821
3457,8057,start_date,20120830
3458,8058,start_date,20120830
3459,8059,start_date,20120830
3460,8060,start_date,20120830
3461,8061,start_date,20120830
3462,8062,start_date,20120830
3463,8063,start_date,20120815
3464,8064,start_date,20120815
3465,8065,start_date,20120815
3466,8066,start_date,20120815
3467,8067,start_date,20120815
3468,8068,start_date,20120815
3469,8069,start_date,20120815
3470,8070,start_date,20120815
3471,8071,start_date,20120815
3472,8072,start_date,20110727
3473,8073,start_date,20120914
3474,8074,start_date,20120914
3475,8075,start_date,20120914
3476,8076,start_date,20120914
3477,8077,start_date,20120914
3478,8078,start_date,20120812
3479,8079,start_date,20120812
3480,8080,start_date,20120812
3481,8081,start_date,20120917
3482,8082,start_date,20120917
3483,8083,start_date,20090713
3484,8084,start_date,20090713
3485,8085,start_date,20090713
3486,8086,start_date,20120815
3487,8087,start_date,20120815
3488,8088,start_date,20120815
3489,8089,start_date,20120815
3490,8090,start_date,20120815
3491,8091,start_date,20120815
3492,8092,start_date,20120914
3493,8093,start_date,20120914
3494,8094,start_date,20120914
3495,8095,start_date,20120914
3496,8096,start_date,20110727
3497,8097,start_date,20110727
3498,8098,start_date,20110727
3499,8099,start_date,20110727
3500,8100,start_date,20110727
3501,8101,start_date,20110727
3502,8102,start_date,20120820
3503,8103,start_date,20120820
3504,8104,start_date,20120820
3505,8105,start_date,20110726
3506,8106,start_date,20110726
3507,8107,start_date,20110726
3508,8108,start_date,20110726
3509,8109,start_date,20120705
3510,8110,start_date,20120706
3511,8111,start_date,20120706
3512,8112,start_date,20120815
3513,8113,start_date,20120706
3514,8114,start_date,20120706
3515,8115,start_date,20120706
3516,8116,start_date,20120706
3517,8117,start_date,20120706
3518,8118,start_date,20120706
3519,8119,start_date,20120815
3520,8120,start_date,20120815
3521,8121,start_date,20120706
3522,8122,start_date,20120706
3523,8123,start_date,20120706
3524,8124,start_date,20120815
3525,8125,start_date,20120706
3526,8126,start_date,20120706
3527,8127,start_date,20120706
3528,8128,start_date,20120706
3529,8129,start_date,20120815
3530,8130,start_date,20120815
3531,8131,start_date,20120815
3532,8132,start_date,20120815
3533,8133,start_date,20120815
3534,8134,start_date,20120706
3535,8135,start_date,20120706
3536,8136,start_date,20120706
3537,8137,start_date,20120706
3538,8138,start_date,20120815
3539,8139,start_date,20120815
3540,8140,start_date,20120706
3541,8141,start_date,20120706
3542,8142,start_date,20120706
3543,8143,start_date,20120815
3544,8144,start_date,20120815
3545,8145,start_date,20110727
3546,8146,start_date,20110727
3547,8147,start_date,20110727
3548,8148,start_date,20110727
3549,8149,start_date,20110727
3550,8150,start_date,20110727
3551,8151,start_date,20110726
3552,8152,start_date,20110726
3553,8153,start_date,20110726
3554,8154,start_date,20110726
3555,8155,start_date,20120815
3556,8156,start_date,20110726
3557,8157,start_date,20110726
3558,8158,start_date,20110726
3559,8159,start_date,20120830
3560,8160,start_date,20120830
3561,8161,start_date,20120830
3562,8162,start_date,20120830
3563,8163,start_date,20120830
3564,8164,start_date,20120830
3565,8165,start_date,20120830
3566,8166,start_date,20120830
3567,8167,start_date,20120830
3568,8168,start_date,20120830
3569,8169,start_date,20120830
3570,8170,start_date,20120830
3571,8171,start_date,20110709
3572,8172,start_date,20110709
3573,8173,start_date,20120830
3574,8174,start_date,20120830
3575,8175,start_date,20120830
3576,8176,start_date,20120917
3577,8177,start_date,20120917
3578,8178,start_date,20120917
3579,8179,start_date,20120917
3580,8180,start_date,20120917
3581,8181,start_date,20120917
3582,8182,start_date,20100709
3583,8183,start_date,20100709
3584,8184,start_date,20120916
3585,8185,start_date,20120916
3586,8186,start_date,20110709
3587,8187,start_date,20110709
3588,8188,start_date,20110709
3589,8189,start_date,20120916
3590,8190,start_date,20120916
3591,8191,start_date,20120916
3592,8192,start_date,20120916
3593,8193,start_date,20120916
3594,8194,start_date,20120916
3595,8195,start_date,20110709
3596,8196,start_date,20110709
3597,8197,start_date,20110708
3598,8198,start_date,20110708
3599,8199,start_date,20110708
3600,8200,start_date,20110709
3601,8201,start_date,20110709
3602,8202,start_date,20110708
3603,8203,start_date,20110708
3604,8204,start_date,20110708
3605,8205,start_date,20110709
3606,8206,start_date,20110708
3607,8207,start_date,20110709
3608,8208,start_date,20120827
3609,8209,start_date,20110727
3610,8210,start_date,20110727
3611,8211,start_date,20110727
3612,8212,start_date,20110727
3613,8213,start_date,20110727
3614,8214,start_date,20110727
3615,8215,start_date,20110727
3616,8216,start_date,20110727
3617,8217,start_date,20110727
3618,8218,start_date,20110727
3619,8219,start_date,20110727
3620,8220,start_date,20110727
3621,8221,start_date,20110727
3622,8222,start_date,20110727
3623,8223,start_date,20110727
3624,8224,start_date,20110727
3625,8225,start_date,20110727
3626,8226,start_date,20110727
3627,8227,start_date,20110726
3628,8228,start_date,20110726
3629,8229,start_date,20110726
3630,8230,start_date,20110726
3631,8231,start_date,20110726
3632,8232,start_date,20110727
3633,8233,start_date,20110727
3634,8234,start_date,20110727
3635,8235,start_date,20110727
3636,8236,start_date,20110727
3637,8237,start_date,20110727
3638,8238,start_date,20110727
3639,8239,start_date,20110727
3640,8240,start_date,20110727
3641,8241,start_date,20110727
3642,8242,start_date,20110809
3643,8243,start_date,20110809
3644,8244,start_date,20110809
3645,8245,start_date,20110809
3646,8246,start_date,20110809
3647,8247,start_date,20110809
3648,8248,start_date,20110809
3649,8249,start_date,20110809
3650,8250,start_date,20110808
3651,8251,start_date,20110710
3652,8252,start_date,20110911
3653,8253,start_date,20110911
3654,8254,start_date,20110911
3655,8255,start_date,20110911
3656,8256,start_date,20110911
3657,8257,start_date,20110911
3658,8258,start_date,20110911
3659,8259,start_date,20110911
3660,8260,start_date,20110911
3661,8261,start_date,20110911
3662,8262,start_date,20110911
3663,8263,start_date,20110911
3664,8264,start_date,20110911
3665,8265,start_date,20110911
3666,8266,start_date,20110911
3667,8267,start_date,20110911
3668,8268,start_date,20110911
3669,8269,start_date,20110911
3670,8270,start_date,20110911
3671,8271,start_date,20110911
3672,8272,start_date,20110911
3673,8273,start_date,20110911
3674,8274,start_date,20110911
3675,8275,start_date,20110911
3676,8276,start_date,20110911
3677,8277,start_date,20110911
3678,8278,start_date,20110911
3679,8279,start_date,20110911
3680,8280,start_date,20110911
3681,8281,start_date,20110911
3682,8282,start_date,20110911
3683,8283,start_date,20110911
3684,8284,start_date,20110911
3685,8285,start_date,20110911
3686,8286,start_date,20110911
3687,8287,start_date,20110911
3688,8288,start_date,20110911
3689,8289,start_date,20110911
3690,8290,start_date,20110911
3691,8291,start_date,20110911
3692,8292,start_date,20110911
3693,8293,start_date,20110911
3694,8294,start_date,20110911
3695,8295,start_date,20030912
3696,8296,start_date,20030912
3697,8297,start_date,20030912
3698,8298,start_date,20030912
3699,8299,start_date,20030912
3700,8300,start_date,20030912
3701,8301,start_date,20030912
3702,8302,start_date,20030912
3703,8303,start_date,20030912
3704,8304,start_date,20030912
3705,8305,start_date,20030912
3706,8306,start_date,20030912
3707,8307,start_date,20030912
3708,8308,start_date,20030912
3709,8309,start_date,20100911
3710,8310,start_date,20090716
3711,8311,start_date,20090716
3712,8312,start_date,20090716
3713,8313,start_date,20130714
3714,8314,start_date,20130715
3715,8315,start_date,20130714
3716,8316,start_date,20130714
3717,8317,start_date,20130715
3718,8318,start_date,20130715
3719,8319,start_date,20130715
3720,8320,start_date,20130715
3721,8321,start_date,20130714
3722,8322,start_date,20130715
3723,8323,start_date,20130715
3724,8324,start_date,20130715
3725,8325,start_date,20130715
3726,8326,start_date,20130714
3727,8327,start_date,20130715
3728,8328,start_date,20130715
3729,8329,start_date,20130714
3730,8330,start_date,20130715
3731,8331,start_date,20130715
3732,8332,start_date,20130715
3733,8333,start_date,20130715
3734,8334,start_date,20130714
3735,8335,start_date,20130714
3736,8336,start_date,20130714
3737,8337,start_date,20130714
3738,8338,start_date,20130714
3739,8339,start_date,20130714
3740,8340,start_date,20130714
3741,8341,start_date,20130715
3742,8342,start_date,20130715
3743,8343,start_date,20130715
3744,8344,start_date,20130715
3745,8345,start_date,20130715
3746,8346,start_date,20130714
3747,8347,start_date,20130714
3748,8348,start_date,20130714
3749,8349,start_date,20130714
3750,8350,start_date,20130715
3751,8351,start_date,20130715
3752,8352,start_date,20090716
3753,8353,start_date,20090716
3754,8354,start_date,20090707
3755,8355,start_date,20100921
3756,8356,start_date,20100921
3757,8357,start_date,20100921
3758,8358,start_date,20100921
3759,8359,start_date,20100921
3760,8360,start_date,20100921
3761,8361,start_date,20100921
3762,8362,start_date,20100921
3763,8363,start_date,20100921
3764,8364,start_date,20100921
3765,8365,start_date,20100921
3766,8366,start_date,20100921
3767,8367,start_date,20100921
3768,8368,start_date,20100921
3769,8369,start_date,20100921
3770,8370,start_date,20100921
3771,8371,start_date,20100921
3772,8372,start_date,20100921
3773,8373,start_date,20100921
3774,8374,start_date,20100921
3775,8375,start_date,20100921
3776,8376,start_date,20100921
3777,8377,start_date,20100921
3778,8378,start_date,20100921
3779,8379,start_date,20110727
3780,8380,start_date,20110727
3781,8381,start_date,20110727
3782,8382,start_date,20110727
3783,8383,start_date,20110727
3784,8384,start_date,20110727
3785,8385,start_date,20110727
3786,8386,start_date,20110727
3787,8387,start_date,20110727
3788,8388,start_date,20110727
3789,8389,start_date,20110727
3790,8390,start_date,20110727
3791,8391,start_date,20110727
3792,8392,start_date,20110727
3793,8393,start_date,20110727
3794,8394,start_date,20110727
3795,8395,start_date,20110727
3796,8396,start_date,20110727
3797,8397,start_date,20110727
3798,8398,start_date,20110727
3799,8399,start_date,20110727
3800,8400,start_date,20110727
3801,8401,start_date,20110727
3802,8402,start_date,20110727
3803,8403,start_date,20110727
3804,8404,start_date,20110727
3805,8405,start_date,20110727
3806,8406,start_date,20060101
3807,8407,start_date,20060101
3808,8408,start_date,20060101
3809,8409,start_date,20120830
3810,8410,start_date,20120917
3811,8411,start_date,20120917
3812,8412,start_date,20120917
3813,8413,start_date,20120917
3814,8414,start_date,20120917
3815,8415,start_date,20120917
3816,8416,start_date,20120917
3817,8417,start_date,20120917
3818,8418,start_date,20120917
3819,8419,start_date,20120917
3820,8420,start_date,20120917
3821,8421,start_date,20120917
3822,8422,start_date,20120917
3823,8423,start_date,20120917
3824,8424,start_date,20120917
3825,8425,start_date,20120917
3826,8426,start_date,20120917
3827,8427,start_date,20120918
3828,8428,start_date,20120917
3829,8429,start_date,20121217
3830,8430,start_date,20120918
3831,8431,start_date,20120917
3832,8432,start_date,20120917
3833,8433,start_date,20120917
3834,8434,start_date,20120917
3835,8435,start_date,20120917
3836,8436,start_date,20120917
3837,8437,start_date,20120917
3838,8438,start_date,20120917
3839,8439,start_date,20120917
3840,8440,start_date,20120918
3841,8441,start_date,20120917
3842,8442,start_date,20120917
3843,8443,start_date,20120917
3844,8444,start_date,20120917
3845,8445,start_date,20120917
3846,8446,start_date,20120917
3847,8447,start_date,20120917
3848,8448,start_date,20120917
3849,8449,start_date,20120917
3850,8450,start_date,20060101
3851,8451,start_date,20120917
3852,8452,start_date,20120917
3853,8453,start_date,20120917
3854,8454,start_date,20120917
3855,8455,start_date,20120917
3856,8456,start_date,20120917
3857,8457,start_date,20120917
3858,8458,start_date,20120917
3859,8459,start_date,20120917
3860,8460,start_date,20120917
3861,8461,start_date,20120917
3862,8462,start_date,20120917
3863,8463,start_date,20120917
3864,8464,start_date,20120917
3865,8465,start_date,20120917
3866,8466,start_date,20120823
3867,8467,start_date,20120823
3868,8468,start_date,20120823
3869,8469,start_date,20120823
3870,8470,start_date,20120823
3871,8471,start_date,20120917
3872,8472,start_date,20120815
3873,8473,start_date,20120830
3874,8474,start_date,20120830
3875,8475,start_date,20120828
3876,8476,start_date,20120828
3877,8477,start_date,20120917
3878,8478,start_date,20120917
3879,8479,start_date,20120917
3880,8480,start_date,20120917
3881,8481,start_date,20120917
3882,8482,start_date,20120917
3883,8483,start_date,20120917
3884,8484,start_date,20120917
3885,8485,start_date,20120917
3886,8486,start_date,20120917
3887,8487,start_date,20120917
3888,8488,start_date,20120917
3889,8489,start_date,20120917
3890,8490,start_date,20120917
3891,8491,start_date,20120917
3892,8492,start_date,20120917
3893,8493,start_date,20120917
3894,8494,start_date,20120917
3895,8495,start_date,20120917
3896,8496,start_date,20120917
3897,8497,start_date,20120917
3898,8498,start_date,20120917
3899,8499,start_date,20120917
3900,8500,start_date,20120917
3901,8501,start_date,20120917
3902,8502,start_date,20120917
3903,8503,start_date,20120917
3904,8504,start_date,20120917
3905,8505,start_date,20120917
3906,8506,start_date,20120917
3907,8507,start_date,20120917
3908,8508,start_date,20120917
3909,8509,start_date,20120917
3910,8510,start_date,20120917
3911,8511,start_date,20120918
3912,8512,start_date,20120917
3913,8513,start_date,20120917
3914,8514,start_date,20120916
3915,8515,start_date,20120916
3916,8516,start_date,20120916
3917,8517,start_date,20120916
3918,8518,start_date,20120916
3919,8519,start_date,20120916
3920,8520,start_date,20120916
3921,8521,start_date,20120916
3922,8522,start_date,20130222
3923,8523,start_date,20130222
3924,8524,start_date,20130226
3925,8525,start_date,20120914
3926,8526,start_date,20120917
3927,8527,start_date,20120917
3928,8528,start_date,20120714
3929,8529,start_date,20120714
3930,8530,start_date,20120714
3931,8531,start_date,20120714
3932,8532,start_date,20120812
3933,8533,start_date,20120812
3934,8534,start_date,20120812
3935,8535,start_date,20120812
3936,8536,start_date,20120812
3937,8537,start_date,20130512
3938,8538,start_date,20120812
3939,8539,start_date,20130715
3940,8540,start_date,20130714
3941,8541,start_date,20120916
3942,8542,start_date,20120916
3943,8543,start_date,20120916
3944,8544,start_date,20120916
3945,8545,start_date,20120916
3946,8546,start_date,20120916
3947,8547,start_date,20120916
3948,8548,start_date,20120916
3949,8549,start_date,20130806
3950,8550,start_date,20130806
3951,8551,start_date,20130806
3952,8552,start_date,20130806
3953,8553,start_date,20130806
3954,8554,start_date,20130722
3955,8555,start_date,20130722
3956,8556,start_date,20130714
3957,8557,start_date,20130714
3958,8558,start_date,20130714
3959,8559,start_date,20130722
3960,8560,start_date,20130722
3961,8561,start_date,20130722
3962,8562,start_date,20130722
3963,8563,start_date,20130722
3964,8564,start_date,20130722
3965,8565,start_date,20130722
3966,8566,start_date,20130722
3967,8567,start_date,20130722
3968,8568,start_date,20130714
3969,8569,start_date,20130714
3970,8570,start_date,20130714
3971,8571,start_date,20130714
3972,8572,start_date,20130715
3973,8573,start_date,20130715
3974,8574,start_date,20130715
3975,8575,start_date,20130714
3976,8576,start_date,20130714
3977,8577,start_date,20130714
3978,8578,start_date,20130714
3979,8579,start_date,20130714
3980,8580,start_date,20130714
3981,8581,start_date,20130715
3982,8582,start_date,20130715
3983,8583,start_date,20130714
3984,8584,start_date,20130714
3985,8585,start_date,20130715
3986,8586,start_date,20130715
3987,8587,start_date,20130715
3988,8588,start_date,20130715
3989,8589,start_date,20130715
3990,8590,start_date,20130715
3991,8591,start_date,20120827
3992,8592,start_date,20120916
3993,8593,start_date,20120916
3994,8594,start_date,20120916
3995,8595,start_date,20120916
3996,8596,start_date,20120916
3997,8597,start_date,20120827
3998,8598,start_date,20120827
3999,8599,start_date,20120916
4000,8600,start_date,20120916
4001,8601,start_date,20120916
4002,8602,start_date,20120916
4003,8603,start_date,20120916
4004,8604,start_date,20120916
4005,8605,start_date,20120916
4006,8606,start_date,20120916
4007,8607,start_date,20120916
4008,8608,start_date,20120916
4009,8609,start_date,20120916
4010,8610,start_date,20120827
4011,8611,start_date,20120827
4012,8612,start_date,20120916
4013,8613,start_date,20120827
4014,8614,start_date,20120827
4015,8615,start_date,20120827
4016,8616,start_date,20120916
4017,8617,start_date,20120916
4018,8618,start_date,20120916
4019,8619,start_date,20120916
4020,8620,start_date,20120916
4021,8621,start_date,20120827
4022,8622,start_date,20120916
4023,8623,start_date,20120916
4024,8624,start_date,20120916
4025,8625,start_date,20120916
4026,8626,start_date,20120916
4027,8627,start_date,20120827
4028,8628,start_date,20120916
4029,8629,start_date,20120916
4030,8630,start_date,20120916
4031,8631,start_date,20120827
4032,8632,start_date,20120916
4033,7633,cause_desc,하수구에서 물이 넘쳐 대지로 유입. 우수집중유입
4034,7634,cause_desc,도로보다 지대가 낮아 우수집중유입
4035,7635,cause_desc,도로에서 우수가 집중유입되어 침수
4036,7636,cause_desc,지대가 낮아 도로에서 우수 유입
4037,7637,cause_desc,지대가 낮아 도로및 주위 높은 지대에서 우수유입
4038,7638,cause_desc,지대가 다른 필지에 비해 낮아 우수집중유입
4039,7639,cause_desc,태풍으로 인한 바닷물유입
4040,7640,cause_desc,태풍으로 인한 바닷물 유입
4041,7641,cause_desc,파도에 의한 해수유입
4042,7642,cause_desc,파도에 의한 해수유입
4043,7643,cause_desc,파도에 의한 해수유입
4044,7644,cause_desc,파도에 의한 해수유입
4045,7645,cause_desc,지대가 낮아 해수가 해안도로에서 유입
4046,7646,cause_desc,본채는 높고 바깥채는 지대가 낮음. 지대가 낮아 우수유입
4047,7647,cause_desc,파도에 의해 해수유입
4048,7648,cause_desc,도로보다 지대가 낮으며 태풍으로 인한 출입문 파손으로 해수 유입
4049,7649,cause_desc,해안가로 태풍시 바닷물이 유입
4050,7650,cause_desc,지대가 낮아 도로에서 우수가 유입되며 배수시설이 협소함
4051,7651,cause_desc,지대가 낮아 도로에서 우수 유입
4052,7652,cause_desc,도로보다 지대가 낮아 우수 유입
4053,7653,cause_desc,도로보다 지대가 낮아 우수 유입
4054,7654,cause_desc,해안가로 파도에 의한 해수 유입
4055,7655,cause_desc,도로보다 지대가 많이 낮아 우수 유입
4056,7656,cause_desc,도로보다 지대가 낮아 우수유입
4057,7657,cause_desc,도로보다 지대가 낮아 우수 유입
4058,7658,cause_desc,파도에 의해 바닷물이 유입
4059,7659,cause_desc,도로보다 지대가 낮아 유입. 배수시설 협소
4060,7660,cause_desc,도로보다 지대가 낮아 우수 유입
4061,7661,cause_desc,지대가 낮아 도로 및 주위필지에서 우수유입
4062,7662,cause_desc,해안가로 파도에 의한 해수 유입
4063,7663,cause_desc,지대가 낮아 빗물 및 바닷물 유입
4064,7664,cause_desc,파도에 의한 바닷물 유입
4065,7665,cause_desc,지대가 낮음으로 인해 주위필지로부터 우수 유입
4066,7666,cause_desc,지대가 조금 낮아 도로 및 주위필지에서 우수 유입
4067,7667,cause_desc,해안가로 도로보다 지대가 낮아 해수 유입
4068,7668,cause_desc,지대가 낮아 도로에서 우수 유입
4069,7669,cause_desc,지반에서 물이 역류되어 침수
4070,7670,cause_desc,저지대로 인한 도로에서 빗물유입
4071,7671,cause_desc,농로 및 상류지역 유수유입
4072,7672,cause_desc,농로보다 지대가 낮고 빗물을 차단할수 있는 돌담이 없어 집중유입
4073,7673,cause_desc,도로보다 지대가 낮아 빗물유입
4074,7674,cause_desc,도로우수가 대문으로 유입
4075,7675,cause_desc,저지대로 인해 주위에서 빗물유입
4076,7676,cause_desc,저지대로 인해 주위에서 빗물유입
4077,7677,cause_desc,집중호우로 인하여 급격히 늘어난 우수와 산사태로 운곡천의 수위상승으로 배수불량으로 침수 피해
4078,7678,cause_desc,집중호우로 인하여 급격히 늘어난 우수와 산사태로 운곡천의 수위상승으로 배수불량으로 침수 피해
4079,7679,cause_desc,집중호우로 인하여 급격히 늘어난 우수와 산사태로 운곡천의 수위상승으로 배수불량으로 침수 피해
4080,7680,cause_desc,집중호우로 인한 농경지 침수
4081,7681,cause_desc,집중호우로 인한 농경지 침수
4082,7682,cause_desc,집중호우로 인한 농경지 침수
4083,7683,cause_desc,집중호우로 인한 농경지 침수
4084,7684,cause_desc,농경지침수
4085,7685,cause_desc,농경지침수
4086,7686,cause_desc,농경지침수
4087,7687,cause_desc,집중호우에 의한 건물침수
4088,7688,cause_desc,집중호우에 의한 건물침수
4089,7689,cause_desc,집중호우에 의한 건물침수
4090,7690,cause_desc,집중호우에 의한 건물침수
4091,7691,cause_desc,집중호우에 의한 건물침수
4092,7692,cause_desc,집중호우에 의한 농경지침수
4093,7693,cause_desc,집중호우에 의한 농경지침수
4094,7694,cause_desc,집중호우에 의한 농경지침수
4095,7695,cause_desc,집중호우에 의한 농경지침수
4096,7696,cause_desc,집중호우에 의한 농경지침수
4097,7697,cause_desc,집중호우에 의한 농경지침수
4098,7698,cause_desc,집중호우에 의한 농경지침수
4099,7699,cause_desc,집중호우에 의한 농경지침수
4100,7700,cause_desc,집중호우에 의한 농경지침수
4101,7701,cause_desc,집중 호우로 인한 우수와 계양천의 수위상승으로 역류와 맞물려 배수불량에 의한 침수
4102,7702,cause_desc,집중 호우로 인한 우수와 굴포천의 수위상승과 맞물려 배수불량에 의한 침수
4103,7703,cause_desc,주변지역 성토로 배수불량 침수
4104,7704,cause_desc,태풍 에위니아로 인한 집중호우
4105,7705,cause_desc,해수 월류(만조 시)로 인한 피해 발생
4106,7706,cause_desc,해수 월류(만조 시)로 인한 피해와 지반유실로인한 침수
4107,7707,cause_desc,태풍“나리” 집중호우로 인해 도로배수기능 저하
4108,7708,cause_desc,태풍“나리” 집중호우로 인해 도로배수기능 저하
4109,7709,cause_desc,태풍“나리” 집중호우로 인해 도로배수기능 저하
4110,7710,cause_desc,태풍“나리” 집중호우로 인해 도로배수기능 저하
4111,7711,cause_desc,태풍“나리” 집중호우로 인해 도로배수기능 저하
4112,7712,cause_desc,2007년 3월 해수범람(만조 시)으로 인한 침수피해
4113,7713,cause_desc,2007년 3월 해수월류(만조 시)으로 인한 침수피해
4114,7714,cause_desc,우수 및 하천 범람으로 농경지 침수
4115,7715,cause_desc,우수 및 하천 범람으로 농경지 침수
4116,7716,cause_desc,집중호우와 하천 통수단면의 절대부족으로 하천범람
4117,7717,cause_desc,배수펌프장 노후와 하천 통수단면의 절대부족으로 하천범람
4118,7718,cause_desc,하천 배수여건 불량으로 하천범람
4119,7719,cause_desc,고지대 다량의 빗물 유입 및 하천범람
4120,7720,cause_desc,집중호우와 만조 시 해수유입으로 침수
4121,7721,cause_desc,집중호우와 하천의 범람
4122,7722,cause_desc,우수유입/  저지대 및 배수불량(배수로 용량부족)
4123,7723,cause_desc,우수유입/ 저지대로 인한 내수침수
4124,7724,cause_desc,우수유입/ 저지대로 인한 내수침수 및 배수불량
4125,7725,cause_desc,우수유입/ 저지대로 인한 내수침수 및 배수불량
4126,7726,cause_desc,우수유입/ 저지대로 인한 내수침수 및 배수불량
4127,7727,cause_desc,우수유입/  저지대 및 배수불량(배수로 용량부족)
4128,7728,cause_desc,해안가 위치/ 저지대
4129,7729,cause_desc,해수면 범람
4130,7730,cause_desc,저지대 및 배수불량(하수관거 병목현상)
4131,7731,cause_desc,집중호우
