부산중부경찰서,is_a,koad:police_station
창선치안센터,is_a,koad:police_station
대청파출소,is_a,koad:police_station
남포지구대,is_a,koad:police_station
중앙119안전센터,is_a,koad:police_station
영주파출소,is_a,koad:police_station
부산서부경찰서,is_a,koad:police_station
송도지구대,is_a,koad:police_station
남항해양파출소,is_a,koad:police_station
아미파출소,is_a,koad:police_station
구덕지구대,is_a,koad:police_station
부산동부경찰서,is_a,koad:police_station
수성지구대,is_a,koad:police_station
자성대파출소,is_a,koad:police_station
부산영도경찰서,is_a,koad:police_station
동삼2치안센터,is_a,koad:police_station
신선치안센터,is_a,koad:police_station
영선2치안센터,is_a,koad:police_station
영선지구대,is_a,koad:police_station
봉래치안센터,is_a,koad:police_station
부산진경찰서,is_a,koad:police_station
범천1파출소,is_a,koad:police_station
서면지구대,is_a,koad:police_station
개금1치안센터,is_a,koad:police_station
당감1치안센터,is_a,koad:police_station
부암3치안센터,is_a,koad:police_station
연지치안센터,is_a,koad:police_station
성지지구대,is_a,koad:police_station
부산동래경찰서,is_a,koad:police_station
충렬지구대,is_a,koad:police_station
안락2치안센터,is_a,koad:police_station
명장2동치안센터,is_a,koad:police_station
내성지구대,is_a,koad:police_station
낙민파출소,is_a,koad:police_station
사직지구대,is_a,koad:police_station
사직1치안센터,is_a,koad:police_station
온천3파출소,is_a,koad:police_station
온천지구대,is_a,koad:police_station
부산남부경찰서,is_a,koad:police_station
부산지방경찰청제1기동대,is_a,koad:police_station
우암파출소,is_a,koad:police_station
문현지구대,is_a,koad:police_station
대연치안센터,is_a,koad:police_station
부산북부경찰서,is_a,koad:police_station
만덕지구대,is_a,koad:police_station
덕천지구대,is_a,koad:police_station
해운대경찰서,is_a,koad:police_station
송정파출소,is_a,koad:police_station
좌3치안센터,is_a,koad:police_station
반여3치안센터,is_a,koad:police_station
반여23파출소,is_a,koad:police_station
부산지방경찰청경찰특공대,is_a,koad:police_station
반송파출소,is_a,koad:police_station
사하경찰서,is_a,koad:police_station
다대해양파출소,is_a,koad:police_station
구평치안센터,is_a,koad:police_station
부산지방경찰청제2기동대,is_a,koad:police_station
신평파출소,is_a,koad:police_station
괴정3동치안센터,is_a,koad:police_station
당리치안센터,is_a,koad:police_station
부산금정경찰서,is_a,koad:police_station
장전2치안센터,is_a,koad:police_station
회동치안센터,is_a,koad:police_station
서금지구대,is_a,koad:police_station
서3치안센터,is_a,koad:police_station
부곡지구대,is_a,koad:police_station
팔송파출소,is_a,koad:police_station
노포치안센터,is_a,koad:police_station
부산강서경찰서,is_a,koad:police_station
신호파출소,is_a,koad:police_station
가덕도파출소,is_a,koad:police_station
녹산파출소,is_a,koad:police_station
지사파출소,is_a,koad:police_station
명지파출소,is_a,koad:police_station
공항파출소,is_a,koad:police_station
부산연제경찰서,is_a,koad:police_station
연산8치안센터,is_a,koad:police_station
거제1치안센터,is_a,koad:police_station
광남지구대,is_a,koad:police_station
망미2치안센터,is_a,koad:police_station
부산사상경찰서,is_a,koad:police_station
부산기장경찰서,is_a,koad:police_station
장안파출소,is_a,koad:police_station
부산중부경찰서,kord:RoadNameAddress,중구 중앙대로 105
창선치안센터,kord:RoadNameAddress,중구 광복중앙로 1
대청파출소,kord:RoadNameAddress,중구 중구로 103-1
남포지구대,kord:RoadNameAddress,중구 해관로 19
중앙119안전센터,kord:RoadNameAddress,중구 충장대로13번길 40
영주파출소,kord:RoadNameAddress,중구 동영로 77
부산서부경찰서,kord:RoadNameAddress,서구 대영로 16
송도지구대,kord:RoadNameAddress,서구 충무대로 84
남항해양파출소,kord:RoadNameAddress,서구 해안새벽시장길 91
아미파출소,kord:RoadNameAddress,서구 해돋이로 267
구덕지구대,kord:RoadNameAddress,서구 보수대로 258-5
부산동부경찰서,kord:RoadNameAddress,동구 중앙대로 387
수성지구대,kord:RoadNameAddress,동구 망양로 811
자성대파출소,kord:RoadNameAddress,동구 자성공원로 15
부산영도경찰서,kord:RoadNameAddress,영도구 태종로 46
동삼2치안센터,kord:RoadNameAddress,영도구 태종로793번길 16
신선치안센터,kord:RoadNameAddress,영도구 하나길 402
영선2치안센터,kord:RoadNameAddress,영도구 남항새싹3길 2
영선지구대,kord:RoadNameAddress,영도구 남항시장길 328
봉래치안센터,kord:RoadNameAddress,영도구 봉래길 120
부산진경찰서,kord:RoadNameAddress,부산진구 부전로111번길 6
범천1파출소,kord:RoadNameAddress,부산진구 중앙번영로 10
서면지구대,kord:RoadNameAddress,부산진구 신암로 56
개금1치안센터,kord:RoadNameAddress,부산진구 냉정로 191-1
당감1치안센터,kord:RoadNameAddress,부산진구 백양대로 50
부암3치안센터,kord:RoadNameAddress,부산진구 백양순환로119번길 12-5
연지치안센터,kord:RoadNameAddress,부산진구 새싹로 166
성지지구대,kord:RoadNameAddress,부산진구 성지로113번길 27
부산동래경찰서,kord:RoadNameAddress,동래구 명륜로 70
충렬지구대,kord:RoadNameAddress,동래구 반송로 207
안락2치안센터,kord:RoadNameAddress,동래구 명안로10번길 100
명장2동치안센터,kord:RoadNameAddress,동래구 명서로 111
내성지구대,kord:RoadNameAddress,동래구 동래로 109
낙민파출소,kord:RoadNameAddress,동래구 온천천로 359
사직지구대,kord:RoadNameAddress,동래구 중앙대로1277번길 41
사직1치안센터,kord:RoadNameAddress,동래구 아시아드대로 181
온천3파출소,kord:RoadNameAddress,동래구 석사북로 93
온천지구대,kord:RoadNameAddress,동래구 금강공원로 70
부산남부경찰서,kord:RoadNameAddress,남구 황령대로319번가길 81
부산지방경찰청제1기동대,kord:RoadNameAddress,남구 신선로 407
우암파출소,kord:RoadNameAddress,남구 우암로 170
문현지구대,kord:RoadNameAddress,남구 전포대로20번길 47
대연치안센터,kord:RoadNameAddress,남구 유엔평화로13번길 63
부산북부경찰서,kord:RoadNameAddress,북구 화명신도시로 63
만덕지구대,kord:RoadNameAddress,북구 은행나무로36번가길 24
덕천지구대,kord:RoadNameAddress,북구 금곡대로 66-8
해운대경찰서,kord:RoadNameAddress,해운대구 해운대로 129
송정파출소,kord:RoadNameAddress,해운대구 송정중앙로8번길 65
좌3치안센터,kord:RoadNameAddress,해운대구 좌동순환로 20
반여3치안센터,kord:RoadNameAddress,해운대구 재반로270번길 14
반여23파출소,kord:RoadNameAddress,해운대구 재반로 197
부산지방경찰청경찰특공대,kord:RoadNameAddress,해운대구 반송동 844
반송파출소,kord:RoadNameAddress,해운대구 신반송로 177
사하경찰서,kord:RoadNameAddress,사하구 을숙도대로 665
다대해양파출소,kord:RoadNameAddress,사하구 다대동로 10
구평치안센터,kord:RoadNameAddress,사하구 을숙도대로 721
부산지방경찰청제2기동대,kord:RoadNameAddress,사하구 장평로 198
신평파출소,kord:RoadNameAddress,사하구 하신중앙로 171
괴정3동치안센터,kord:RoadNameAddress,사하구 낙동대로 188
당리치안센터,kord:RoadNameAddress,사하구 낙동대로390번길 5
